id,words,syllables,neumes,1-mer,2-mer,3-mer,4-mer,5-mer,6-mer,7-mer,8-mer,9-mer,10-mer,11-mer,12-mer,13-mer,14-mer,15-mer,16-mer,poisson-3,poisson-5,poisson-7
chant_099411,ed fe fg hg fghgfee hgjkh g hg fhg fedee cdf fff ef gFdfee hghkge,e d f e f g h g f gh gf e e h gjk h g h g f h g fe de e c df f f f e f gF d f e e h g h k g e,e d f e f g h g f gh gf e e h gjk h g h g f h g fe de e c df f f f e f gF d f e e h g h k g e,e d f e f g h g f g h g f e e h g j k h g h g f h g f e d e e c d f f f f e f g F d f e e h g h k g e,ed fe fg hg fg hg fe eh gj kh gh gf hg fe de ec df ff fe fg Fd fe eh gh kg e,edf efg hgf ghg fee hgj khg hgf hgf ede ecd fff fef gFd fee hgh kge,edfe fghg fghg feeh gjkh ghgf hgfe deec dfff fefg Fdfe ehgh kge,edfef ghgfg hgfee hgjkh ghgfh gfede ecdff ffefg Fdfee hghkg e,edfefg hgfghg feehgj khghgf hgfede ecdfff fefgFd feehgh kge,edfefgh gfghgfe ehgjkhg hgfhgfe deecdff ffefgFd feehghk ge,edfefghg fghgfeeh gjkhghgf hgfedeec dffffefg Fdfeehgh kge,edfefghgf ghgfeehgj khghgfhgf edeecdfff fefgFdfee hghkge,edfefghgfg hgfeehgjkh ghgfhgfede ecdffffefg Fdfeehghkg e,edfefghgfgh gfeehgjkhgh gfhgfedeecd ffffefgFdfe ehghkge,edfefghgfghg feehgjkhghgf hgfedeecdfff fefgFdfeehgh kge,edfefghgfghgf eehgjkhghgfhg fedeecdffffef gFdfeehghkge,edfefghgfghgfe ehgjkhghgfhgfe deecdffffefgFd feehghkge,edfefghgfghgfee hgjkhghgfhgfede ecdffffefgFdfee hghkge,edfefghgfghgfeeh gjkhghgfhgfedeec dffffefgFdfeehgh kge,e dfe fghgfgh g feehg jk hghgf hgf edeec dff f fefg Fdf e ehg hkge,edfefghg fghgfe ehgjkhgh gfhgfe deec dffffefg Fdfee hghkg e,edfefgh gfghgfe ehg jkhghgfhgf edeecdff ffefgFdf eehghkge
chant_100074,cdd dcdfd dfe dedcdd dfefgfe dedcc a cd dcdfe fededc cdfefgfe dd ffededc eghgefec efee d fffecd,cd d dc df d d fe ded cd d d fe fg fe de dc c a cd dc d fe fe dedc cd fe fgfe d d f fe dedc eghg efec efee d f f f e c d,cd d dc df d d fe ded cd d d fe fg fe de dc c a cd dc d fe fe dedc cd fe fgfe d d f fe dedc eghg efec efee d f f f e c d,c d d d c d f d d f e d e d c d d d f e f g f e d e d c c a c d d c d f e f e d e d c c d f e f g f e d d f f e d e d c e g h g e f e c e f e e d f f f e c d,cd dd cd fd df ed ed cd dd fe fg fe de dc ca cd dc df ef ed ed cc df ef gf ed df fe de dc eg hg ef ec ef ee df ff ec d,cdd dcd fdd fed edc ddd fef gfe ded cca cdd cdf efe ded ccd fef gfe ddf fed edc egh gef ece fee dff fec d,cddd cdfd dfed edcd ddfe fgfe dedc cacd dcdf efed edcc dfef gfed dffe dedc eghg efec efee dfff ecd,cdddc dfddf ededc dddfe fgfed edcca cddcd fefed edccd fefgf eddff ededc eghge fecef eedff fecd,cdddcd fddfed edcddd fefgfe dedcca cddcdf efeded ccdfef gfeddf fededc eghgef ecefee dfffec d,cdddcdf ddfeded cdddfef gfededc cacddcd fefeded ccdfefg feddffe dedcegh gefecef eedfffe cd,cdddcdfd dfededcd ddfefgfe dedccacd dcdfefed edccdfef gfeddffe dedceghg efecefee dfffecd,cdddcdfdd fededcddd fefgfeded ccacddcdf efededccd fefgfeddf fededcegh gefecefee dfffecd,cdddcdfddf ededcdddfe fgfededcca cddcdfefed edccdfefgf eddffededc eghgefecef eedfffecd,cdddcdfddfe dedcdddfefg fededccacdd cdfefededcc dfefgfeddff ededceghgef ecefeedfffe cd,cdddcdfddfed edcdddfefgfe dedccacddcdf efededccdfef gfeddffededc eghgefecefee dfffecd,cdddcdfddfede dcdddfefgfede dccacddcdfefe dedccdfefgfed dffededceghge fecefeedfffec d,cdddcdfddfeded cdddfefgfededc cacddcdfefeded ccdfefgfeddffe dedceghgefecef eedfffecd,cdddcdfddfededc dddfefgfededcca cddcdfefededccd fefgfeddffededc eghgefecefeedff fecd,cdddcdfddfededcd ddfefgfededccacd dcdfefededccdfef gfeddffededceghg efecefeedfffecd,cddd c dfd dfe dedc dddf efg fede d c ca cddc df efed edcc df ef gf edd f feded c eg h gef ece fe edff fecd,cddd cdfdd f ededcd ddfef gfeded ccacd dcdf efede dccd fefgf eddffe dedce ghgef ec efeed fff ecd,cdddcdfdd fededcdddfefg feded ccacddc dfefededccd fefgfedd ffededceg hgefec efeed fffecd
chant_100842,cbceff ghjhg hh e hgg eeed cdegee,c b c ef f g h j h g h h e h g g ee ed cd eg e e,c b c ef f g h j h g h h e h g g ee ed cd eg e e,c b c e f f g h j h g h h e h g g e e e d c d e g e e,cb ce ff gh jh gh he hg ge ee dc de ge e,cbc eff ghj hgh heh gge eed cde gee,cbce ffgh jhgh hehg geee dcde gee,cbcef fghjh ghheh ggeee dcdeg ee,cbceff ghjhgh hehgge eedcde gee,cbceffg hjhghhe hggeeed cdegee,cbceffgh jhghhehg geeedcde gee,cbceffghj hghhehgge eedcdegee,cbceffghjh ghhehggeee dcdegee,cbceffghjhg hhehggeeedc degee,cbceffghjhgh hehggeeedcde gee,cbceffghjhghh ehggeeedcdege e,cbceffghjhghhe hggeeedcdegee,cbceffghjhghheh ggeeedcdegee,cbceffghjhghhehg geeedcdegee,cbc effg hjhg hheh ggeee dcde gee,cbceffghjh ghhehgge eedcdeg ee,cbce ffghjhghhe hggee edcde gee
chant_102090,fghffe dCdf fggff fedC fgh ihgh fgf f hikk iH gh ikk ih ghfdef f fEdc fghghihgf ghf gfdE ff,f ghffe dC df fggf f fe dC f gh ih gh fg f f h ik k iH g h ik k ih gh fde f f fE dc fghgh ihgf ghf gf dE f f,f ghf fe dC df fg gf f fe dC f gh ih gh fg f f h ik k iH g h ik k ih gh fd e f f fE dc fghg h ihgf ghf gf dE f f,f g h f f e d C d f f g g f f f e d C f g h i h g h f g f f h i k k i H g h i k k i h g h f d e f f f E d c f g h g h i h g f g h f g f d E f f,fg hf fe dC df fg gf ff ed Cf gh ih gh fg ff hi kk iH gh ik ki hg hf de ff fE dc fg hg hi hg fg hf gf dE ff,fgh ffe dCd ffg gff fed Cfg hih ghf gff hik kiH ghi kki hgh fde fff Edc fgh ghi hgf ghf gfd Eff,fghf fedC dffg gfff edCf ghih ghfg ffhi kkiH ghik kihg hfde fffE dcfg hghi hgfg hfgf dEff,fghff edCdf fggff fedCf ghihg hfgff hikki Hghik kihgh fdeff fEdcf ghghi hgfgh fgfdE ff,fghffe dCdffg gfffed Cfghih ghfgff hikkiH ghikki hghfde fffEdc fghghi hgfghf gfdEff,fghffed Cdffggf ffedCfg hihghfg ffhikki Hghikki hghfdef ffEdcfg hghihgf ghfgfdE ff,fghffedC dffggfff edCfghih ghfgffhi kkiHghik kihghfde fffEdcfg hghihgfg hfgfdEff,fghffedCd ffggfffed Cfghihghf gffhikkiH ghikkihgh fdefffEdc fghghihgf ghfgfdEff,fghffedCdf fggfffedCf ghihghfgff hikkiHghik kihghfdeff fEdcfghghi hgfghfgfdE ff,fghffedCdff ggfffedCfgh ihghfgffhik kiHghikkihg hfdefffEdcf ghghihgfghf gfdEff,fghffedCdffg gfffedCfghih ghfgffhikkiH ghikkihghfde fffEdcfghghi hgfghfgfdEff,fghffedCdffgg fffedCfghihgh fgffhikkiHghi kkihghfdefffE dcfghghihgfgh fgfdEff,fghffedCdffggf ffedCfghihghfg ffhikkiHghikki hghfdefffEdcfg hghihgfghfgfdE ff,fghffedCdffggff fedCfghihghfgff hikkiHghikkihgh fdefffEdcfghghi hgfghfgfdEff,fghffedCdffggfff edCfghihghfgffhi kkiHghikkihghfde fffEdcfghghihgfg hfgfdEff,fgh ffedC dff ggff fed Cfgh ihgh fgff hi kkiHg hik ki hg hfd eff fE dc fg hgh ihg f gh fgfd Eff,fghf fedCdff ggf ff edCfghi hg hfgffhikki Hghikki hghfdeff fEdc fghghihg fghf gfdE ff,fghffe dCdffggf ffedCfgh ihghfgffhi kkiHg hikkihgh fde fffEdcfg hghihgf ghfgfdE ff
chant_102642,ghkhhg ffhhg gj klkh kk kkk k jhkjHg g hgh g hgff fgf g h klkjklk k l jkh kg hg g effhh ggg ghk kkjkhg,ghk h hg f fh h g g j k l kh k k k k k k j h k jH g g h g h g hgf f f g f g h kl kjklk k l j k h k g h g g ef fh h g g g g h k k k j k h g,ghk h hg f fh h g g j k l kh k k k k k k j h k jH g g h g h g hgf f f g f g h kl kj klk k l j k h k g h g g ef fh h g g g g h k k k j k h g,g h k h h g f f h h g g j k l k h k k k k k k j h k j H g g h g h g h g f f f g f g h k l k j k l k k l j k h k g h g g e f f h h g g g g h k k k j k h g,gh kh hg ff hh gg jk lk hk kk kk kj hk jH gg hg hg hg ff fg fg hk lk jk lk kl jk hk gh gg ef fh hg gg gh kk kj kh g,ghk hhg ffh hgg jkl khk kkk kkj hkj Hgg hgh ghg fff gfg hkl kjk lkk ljk hkg hgg eff hhg ggg hkk kjk hg,ghkh hgff hhgg jklk hkkk kkkj hkjH gghg hghg fffg fghk lkjk lkkl jkhk ghgg effh hggg ghkk kjkh g,ghkhh gffhh ggjkl khkkk kkkjh kjHgg hghgh gfffg fghkl kjklk kljkh kghgg effhh ggggh kkkjk hg,ghkhhg ffhhgg jklkhk kkkkkj hkjHgg hghghg fffgfg hklkjk lkkljk hkghgg effhhg ggghkk kjkhg,ghkhhgf fhhggjk lkhkkkk kkjhkjH gghghgh gfffgfg hklkjkl kkljkhk ghggeff hhggggh kkkjkhg,ghkhhgff hhggjklk hkkkkkkj hkjHgghg hghgfffg fghklkjk lkkljkhk ghggeffh hgggghkk kjkhg,ghkhhgffh hggjklkhk kkkkkjhkj Hgghghghg fffgfghkl kjklkkljk hkghggeff hhgggghkk kjkhg,ghkhhgffhh ggjklkhkkk kkkjhkjHgg hghghgfffg fghklkjklk kljkhkghgg effhhggggh kkkjkhg,ghkhhgffhhg gjklkhkkkkk kjhkjHgghgh ghgfffgfghk lkjklkkljkh kghggeffhhg ggghkkkjkhg,ghkhhgffhhgg jklkhkkkkkkj hkjHgghghghg fffgfghklkjk lkkljkhkghgg effhhgggghkk kjkhg,ghkhhgffhhggj klkhkkkkkkjhk jHgghghghgfff gfghklkjklkkl jkhkghggeffhh gggghkkkjkhg,ghkhhgffhhggjk lkhkkkkkkjhkjH gghghghgfffgfg hklkjklkkljkhk ghggeffhhggggh kkkjkhg,ghkhhgffhhggjkl khkkkkkkjhkjHgg hghghgfffgfghkl kjklkkljkhkghgg effhhgggghkkkjk hg,ghkhhgffhhggjklk hkkkkkkjhkjHgghg hghgfffgfghklkjk lkkljkhkghggeffh hgggghkkkjkhg,ghkhhg ff hhg g jklkh kkk kkk jhk jH ggh ghgh gff fgf g h klk jklk kl jkhkgh ggeff h hgggg hkkk jk hg,ghkhhgf fhhg gjklkh kkk kkkjhk jHgghg hghgff fgfg hkl kjkl kklj khkghg geff hhg ggghk k kj kh g,ghkhhgf fhhgg jklkhk kkkkkjh kjHgghgh gh gfffgfg hklkjklkklj khkghgge ffhhggggh kkkjkhg
chant_102742,gg gkh hgf ghg gjklmll k ml nml j l lml kjklkj hh g hkhjh gg kkjkhg gh k,g g gk h h gf gh g gjklm l l k m l nm l j l l m l kj klkj h h g hkh jh g g k k j k h g g h k,g g gk h h gf gh g gj klm l l k m l nm l j l l m l kj klkj h h g hkh jh g g k k j k h g g h k,g g g k h h g f g h g g j k l m l l k m l n m l j l l m l k j k l k j h h g h k h j h g g k k j k h g g h k,gg gk hh gf gh gg jk lm ll km ln ml jl lm lk jk lk jh hg hk hj hg gk kj kh gg hk,ggg khh gfg hgg jkl mll kml nml jll mlk jkl kjh hgh khj hgg kkj khg ghk,gggk hhgf ghgg jklm llkm lnml jllm lkjk lkjh hghk hjhg gkkj khgg hk,gggkh hgfgh ggjkl mllkm lnmlj llmlk jklkj hhghk hjhgg kkjkh gghk,gggkhh gfghgg jklmll kmlnml jllmlk jklkjh hghkhj hggkkj khgghk,gggkhhg fghggjk lmllkml nmljllm lkjklkj hhghkhj hggkkjk hgghk,gggkhhgf ghggjklm llkmlnml jllmlkjk lkjhhghk hjhggkkj khgghk,gggkhhgfg hggjklmll kmlnmljll mlkjklkjh hghkhjhgg kkjkhgghk,gggkhhgfgh ggjklmllkm lnmljllmlk jklkjhhghk hjhggkkjkh gghk,gggkhhgfghg gjklmllkmln mljllmlkjkl kjhhghkhjhg gkkjkhgghk,gggkhhgfghgg jklmllkmlnml jllmlkjklkjh hghkhjhggkkj khgghk,gggkhhgfghggj klmllkmlnmljl lmlkjklkjhhgh khjhggkkjkhgg hk,gggkhhgfghggjk lmllkmlnmljllm lkjklkjhhghkhj hggkkjkhgghk,gggkhhgfghggjkl mllkmlnmljllmlk jklkjhhghkhjhgg kkjkhgghk,gggkhhgfghggjklm llkmlnmljllmlkjk lkjhhghkhjhggkkj khgghk,ggg kh hgf gh ggj klml lkm l nml jl lmlkj klk jhh ghk hj hggkk jk hg ghk,gggk hhg fghg gjklmllk mln mlj llmlkjklkjhh ghkhjhggkkj khgg hk,gggkhhgfgh ggjklml lkmln mljl lmlkj klkjhhgh khjhg gkkjkhgghk
chant_105248,dc fg fghh j hgg fghg ggeg hgffg edc egedfe dcdd hhgfghgf,dc f g f gh h j h g g f gh g g g e g h gf fg e dc eg ed fe d cd d h h g fgh gf,dc f g f gh h j h g g f gh g g g e g h gf fg e dc eg ed fe d cd d h h g fgh gf,d c f g f g h h j h g g f g h g g g e g h g f f g e d c e g e d f e d c d d h h g f g h g f,dc fg fg hh jh gg fg hg gg eg hg ff ge dc eg ed fe dc dd hh gf gh gf,dcf gfg hhj hgg fgh ggg egh gff ged ceg edf edc ddh hgf ghg f,dcfg fghh jhgg fghg ggeg hgff gedc eged fedc ddhh gfgh gf,dcfgf ghhjh ggfgh gggeg hgffg edceg edfed cddhh gfghg f,dcfgfg hhjhgg fghggg eghgff gedceg edfedc ddhhgf ghgf,dcfgfgh hjhggfg hgggegh gffgedc egedfed cddhhgf ghgf,dcfgfghh jhggfghg ggeghgff gedceged fedcddhh gfghgf,dcfgfghhj hggfghggg eghgffged cegedfedc ddhhgfghg f,dcfgfghhjh ggfghgggeg hgffgedceg edfedcddhh gfghgf,dcfgfghhjhg gfghgggeghg ffgedcegedf edcddhhgfgh gf,dcfgfghhjhgg fghgggeghgff gedcegedfedc ddhhgfghgf,dcfgfghhjhggf ghgggeghgffge dcegedfedcddh hgfghgf,dcfgfghhjhggfg hgggeghgffgedc egedfedcddhhgf ghgf,dcfgfghhjhggfgh gggeghgffgedceg edfedcddhhgfghg f,dcfgfghhjhggfghg ggeghgffgedceged fedcddhhgfghgf,dcf gfghhjh g gfg hgg geg hgffge dce ged fedc dd h hgf ghgf,d cfgfg hhjhg gfghg ggeghgf fgedceg ed fedcd dhhgfgh gf,dcfgfg hhjhggf ghgggeghg ffge dcegedf edcddhh gfghgf
chant_105497,l j lm ll jk lk ggg kkk kkk khkjh ghjh gg llmlkjk,l j l m l l jk l k g g g k k k k k k k h k jh g h j h g g l l m l k jk,l j l m l l jk l k g g g k k k k k k k h k jh g h j h g g l l m l k jk,l j l m l l j k l k g g g k k k k k k k h k j h g h j h g g l l m l k j k,lj lm ll jk lk gg gk kk kk kk hk jh gh jh gg ll ml kj k,ljl mll jkl kgg gkk kkk kkh kjh ghj hgg llm lkj k,ljlm lljk lkgg gkkk kkkk hkjh ghjh ggll mlkj k,ljlml ljklk gggkk kkkkk hkjhg hjhgg llmlk jk,ljlmll jklkgg gkkkkk kkhkjh ghjhgg llmlkj k,ljlmllj klkgggk kkkkkkh kjhghjh ggllmlk jk,ljlmlljk lkgggkkk kkkkhkjh ghjhggll mlkjk,ljlmlljkl kgggkkkkk kkhkjhghj hggllmlkj k,ljlmlljklk gggkkkkkkk hkjhghjhgg llmlkjk,ljlmlljklkg ggkkkkkkkhk jhghjhggllm lkjk,ljlmlljklkgg gkkkkkkkhkjh ghjhggllmlkj k,ljlmlljklkggg kkkkkkkhkjhgh jhggllmlkjk,ljlmlljklkgggk kkkkkkhkjhghjh ggllmlkjk,ljlmlljklkgggkk kkkkkhkjhghjhgg llmlkjk,ljlmlljklkgggkkk kkkkhkjhghjhggll mlkjk,ljl m lljk lk gg g kkkkk kkhkjh ghj h g gl lmlk jk,ljlmll jk lkgg gkkkk kkk hkjhg hjhggll mlkjk,ljlmlljklk gggkkkk kkkhkjh ghjhggl lmlkjk
chant_108288,gjkll m ol ml l lmml kjh jhhg g hkkjhkk k kjhjk lkjj k jkllkh jh gfgg llmo nomlm nmll llkj kllKhg g hjjhjkjh g llmlkjh,g jkl l m o l m l l lm m l kj h j hh g g hk kj hk k k kj h j k l kj j k j kl l kh j h g fg g l l m o n o m lm n m l l l l k j kl lK h g g hj j h jkj h g l l m l k jh,g jkl l m o l m l l lm m l kj h j hh g g hk kj hk k k kj h j k l kj j k j kl l kh j h g fg g l l m o n o m lm n m l l l l k j kl lK h g g hj j h jkj h g l l m l k jh,g j k l l m o l m l l l m m l k j h j h h g g h k k j h k k k k j h j k l k j j k j k l l k h j h g f g g l l m o n o m l m n m l l l l k j k l l K h g g h j j h j k j h g l l m l k j h,gj kl lm ol ml ll mm lk jh jh hg gh kk jh kk kk jh jk lk jj kj kl lk hj hg fg gl lm on om lm nm ll ll kj kl lK hg gh jj hj kj hg ll ml kj h,gjk llm olm lll mml kjh jhh ggh kkj hkk kkj hjk lkj jkj kll khj hgf ggl lmo nom lmn mll llk jkl lKh ggh jjh jkj hgl lml kjh,gjkl lmol mlll mmlk jhjh hggh kkjh kkkk jhjk lkjj kjkl lkhj hgfg gllm onom lmnm llll kjkl lKhg ghjj hjkj hgll mlkj h,gjkll molml llmml kjhjh hgghk kjhkk kkjhj klkjj kjkll khjhg fggll monom lmnml lllkj kllKh gghjj hjkjh gllml kjh,gjkllm olmlll mmlkjh jhhggh kkjhkk kkjhjk lkjjkj kllkhj hgfggl lmonom lmnmll llkjkl lKhggh jjhjkj hgllml kjh,gjkllmo lmlllmm lkjhjhh gghkkjh kkkkjhj klkjjkj kllkhjh gfggllm onomlmn mllllkj kllKhgg hjjhjkj hgllmlk jh,gjkllmol mlllmmlk jhjhhggh kkjhkkkk jhjklkjj kjkllkhj hgfggllm onomlmnm llllkjkl lKhgghjj hjkjhgll mlkjh,gjkllmolm lllmmlkjh jhhgghkkj hkkkkjhjk lkjjkjkll khjhgfggl lmonomlmn mllllkjkl lKhgghjjh jkjhgllml kjh,gjkllmolml llmmlkjhjh hgghkkjhkk kkjhjklkjj kjkllkhjhg fggllmonom lmnmllllkj kllKhgghjj hjkjhgllml kjh,gjkllmolmll lmmlkjhjhhg ghkkjhkkkkj hjklkjjkjkl lkhjhgfggll monomlmnmll llkjkllKhgg hjjhjkjhgll mlkjh,gjkllmolmlll mmlkjhjhhggh kkjhkkkkjhjk lkjjkjkllkhj hgfggllmonom lmnmllllkjkl lKhgghjjhjkj hgllmlkjh,gjkllmolmlllm mlkjhjhhgghkk jhkkkkjhjklkj jkjkllkhjhgfg gllmonomlmnml lllkjkllKhggh jjhjkjhgllmlk jh,gjkllmolmlllmm lkjhjhhgghkkjh kkkkjhjklkjjkj kllkhjhgfggllm onomlmnmllllkj kllKhgghjjhjkj hgllmlkjh,gjkllmolmlllmml kjhjhhgghkkjhkk kkjhjklkjjkjkll khjhgfggllmonom lmnmllllkjkllKh gghjjhjkjhgllml kjh,gjkllmolmlllmmlk jhjhhgghkkjhkkkk jhjklkjjkjkllkhj hgfggllmonomlmnm llllkjkllKhgghjj hjkjhgllmlkjh,gjk llm olm lll mml kjh jhh g ghk kjhkk kkjh jklk jjkj kllk hjhgfg gllmo n om lmnm llllk jk ll Kh gghj jh jkjh gll mlk j h,gjkll mol mlll mmlkj hjh hgghk k jhkkkkjhjk lkjjkjkl lkhjhg fggl lm onoml mnml lllkjkl lKhg ghjjhjkjh gllml kjh,gjkllmolm lllm mlkjhjhhggh kkjhkkkkj hjklkj jkjkll khjhgfggll monomlmnml lllk jkllKhgg hjjh jkjhgl lmlkjh
chant_110884,dd ff dd dC fE g hg hgfgfefedcdc cd fg f efgfE dd hhhgfghgF,d d f f d d dC fE g h g h g fgfefedcdc c d f g f ef g fE d d h h hg f gh gF,d d f f d d dC fE g h g h g fgfe fedc dc c d f g f ef g fE d d h h hg f gh gF,d d f f d d d C f E g h g h g f g f e f e d c d c c d f g f e f g f E d d h h h g f g h g F,dd ff dd dC fE gh gh gf gf ef ed cd cc df gf ef gf Ed dh hh gf gh gF,ddf fdd dCf Egh ghg fgf efe dcd ccd fgf efg fEd dhh hgf ghg F,ddff dddC fEgh ghgf gfef edcd ccdf gfef gfEd dhhh gfgh gF,ddffd ddCfE ghghg fgfef edcdc cdfgf efgfE ddhhh gfghg F,ddffdd dCfEgh ghgfgf efedcd ccdfgf efgfEd dhhhgf ghgF,ddffddd CfEghgh gfgfefe dcdccdf gfefgfE ddhhhgf ghgF,ddffdddC fEghghgf gfefedcd ccdfgfef gfEddhhh gfghgF,ddffdddCf Eghghgfgf efedcdccd fgfefgfEd dhhhgfghg F,ddffdddCfE ghghgfgfef edcdccdfgf efgfEddhhh gfghgF,ddffdddCfEg hghgfgfefed cdccdfgfefg fEddhhhgfgh gF,ddffdddCfEgh ghgfgfefedcd ccdfgfefgfEd dhhhgfghgF,ddffdddCfEghg hgfgfefedcdcc dfgfefgfEddhh hgfghgF,ddffdddCfEghgh gfgfefedcdccdf gfefgfEddhhhgf ghgF,ddffdddCfEghghg fgfefedcdccdfgf efgfEddhhhgfghg F,ddffdddCfEghghgf gfefedcdccdfgfef gfEddhhhgfghgF,dd ffd ddC fEg hghgf gfefe dcd c cdfg fe fgfE ddhhh gfghg F,ddffdd dCfEghg hgfgfef edcdccdfgfe fgfEddh hhgfgh gF,ddffdd dCfEghgh gfgfe fed cdccdfgfefg fEdd hhhgfg hgF
chant_112756,kk kk kl kjklk k kJhkhk gg hgf gh kl kjklk h kkgfg g kkkklk,k k k k kl kjklk k kJ h kh k g g h gf g h kl kjklk h k k g fg g k k k k l k,k k k k kl kj klk k kJ h kh k g g h gf g h kl kj klk h k k g fg g k k k k l k,k k k k k l k j k l k k k J h k h k g g h g f g h k l k j k l k h k k g f g g k k k k l k,kk kk kl kj kl kk kJ hk hk gg hg fg hk lk jk lk hk kg fg gk kk kl k,kkk kkl kjk lkk kJh khk ggh gfg hkl kjk lkh kkg fgg kkk klk,kkkk klkj klkk kJhk hkgg hgfg hklk jklk hkkg fggk kkkl k,kkkkk lkjkl kkkJh khkgg hgfgh klkjk lkhkk gfggk kkklk,kkkkkl kjklkk kJhkhk gghgfg hklkjk lkhkkg fggkkk klk,kkkkklk jklkkkJ hkhkggh gfghklk jklkhkk gfggkkk klk,kkkkklkj klkkkJhk hkgghgfg hklkjklk hkkgfggk kkklk,kkkkklkjk lkkkJhkhk gghgfghkl kjklkhkkg fggkkkklk,kkkkklkjkl kkkJhkhkgg hgfghklkjk lkhkkgfggk kkklk,kkkkklkjklk kkJhkhkgghg fghklkjklkh kkgfggkkkkl k,kkkkklkjklkk kJhkhkgghgfg hklkjklkhkkg fggkkkklk,kkkkklkjklkkk Jhkhkgghgfghk lkjklkhkkgfgg kkkklk,kkkkklkjklkkkJ hkhkgghgfghklk jklkhkkgfggkkk klk,kkkkklkjklkkkJh khkgghgfghklkjk lkhkkgfggkkkklk,kkkkklkjklkkkJhk hkgghgfghklkjklk hkkgfggkkkklk,kkkk k lk j klk k kJh khk gg hgfg hklkjk lkh kk gf gg kk k klk,kkkk klkjklk kkJh khkgghgfghk lkjklk hkk gfgg kkkk lk,kkk kklkjklkk kJhkhkgg hgfghklk jklkhkkgfg gkkkklk
chant_115841,efgg fghhg fgg fg hiH hg fghh gg hkllh hk likhgg fg hik hgf ghhg kkjkhghg,e fg g f gh hg fg g f g hiH h g f gh h g g hkl lh h k l ikhg g f g hik h gf gh h g k k j k h ghg,e fg g f gh hg fg g f g hiH h g f gh h g g hkl lh h k l ikhg g f g hik h gf gh h g k k j k h ghg,e f g g f g h h g f g g f g h i H h g f g h h g g h k l l h h k l i k h g g f g h i k h g f g h h g k k j k h g h g,ef gg fg hh gf gg fg hi Hh gf gh hg gh kl lh hk li kh gg fg hi kh gf gh hg kk jk hg hg,efg gfg hhg fgg fgh iHh gfg hhg ghk llh hkl ikh ggf ghi khg fgh hgk kjk hgh g,efgg fghh gfgg fghi Hhgf ghhg ghkl lhhk likh ggfg hikh gfgh hgkk jkhg hg,efggf ghhgf ggfgh iHhgf ghhgg hkllh hklik hggfg hikhg fghhg kkjkh ghg,efggfg hhgfgg fghiHh gfghhg ghkllh hklikh ggfghi khgfgh hgkkjk hghg,efggfgh hgfggfg hiHhgfg hhgghkl lhhklik hggfghi khgfghh gkkjkhg hg,efggfghh gfggfghi Hhgfghhg ghkllhhk likhggfg hikhgfgh hgkkjkhg hg,efggfghhg fggfghiHh gfghhgghk llhhklikh ggfghikhg fghhgkkjk hghg,efggfghhgf ggfghiHhgf ghhgghkllh hklikhggfg hikhgfghhg kkjkhghg,efggfghhgfg gfghiHhgfgh hgghkllhhkl ikhggfghikh gfghhgkkjkh ghg,efggfghhgfgg fghiHhgfghhg ghkllhhklikh ggfghikhgfgh hgkkjkhghg,efggfghhgfggf ghiHhgfghhggh kllhhklikhggf ghikhgfghhgkk jkhghg,efggfghhgfggfg hiHhgfghhgghkl lhhklikhggfghi khgfghhgkkjkhg hg,efggfghhgfggfgh iHhgfghhgghkllh hklikhggfghikhg fghhgkkjkhghg,efggfghhgfggfghi Hhgfghhgghkllhhk likhggfghikhgfgh hgkkjkhghg,ef gg fghhg fggf ghi Hhgfg hhg g hkllh hkl ikhgg fgh ikhgfg hh gkk jkhg hg,efgg fghhgf ggf ghiHhg fghh gghkllh hkli khgg f ghi khgfg hhgk kjkhghg,efggfghhgf ggfghiHh gfghhgg hkllhhklikh ggfg hikhgfghhgk kjkh ghg
