id,words,syllables,neumes,1-mer,2-mer,3-mer,4-mer,5-mer,6-mer,7-mer,8-mer,9-mer,10-mer,11-mer,12-mer,13-mer,14-mer,15-mer,16-mer,poisson-3,poisson-5,poisson-7
chant_428972,defddc fgh hgfg fedd dfe ded cd dd c d fedc ffggfgh ffedc fghgff hjh g hkkk kjh gghhkjh hjklkjh hj kj hghh hhhkg efg fe df edcc cd fdfggfgh ddce fgfdd hhgfghg,def d dc fgh hgf g fe d d d f e d ed cd d d c d fe dc f fg gfgh f fe dc f ghg f f hjh g hk k k kj h g gh hkj h hjklkjh h j k j h gh h h h hk g ef g fe d f edc c c d fdfg gfgh ddc e fgf d d h h g f gh g,def d dc fgh hgf g fe d d d f e d ed cd d d c d fe dc f fg gf gh f fe dc f ghg f f hjh g hk k k kj h g gh hkj h hj klkjh h j k j h gh h h h hk g ef g fe d f edc c c d fdfg gf gh ddc e fgf d d h h g f gh g,d e f d d c f g h h g f g f e d d d f e d e d c d d d c d f e d c f f g g f g h f f e d c f g h g f f h j h g h k k k k j h g g h h k j h h j k l k j h h j k j h g h h h h h k g e f g f e d f e d c c c d f d f g g f g h d d c e f g f d d h h g f g h g,de fd dc fg hh gf gf ed dd fe de dc dd dc df ed cf fg gf gh ff ed cf gh gf fh jh gh kk kk jh gg hh kj hh jk lk jh hj kj hg hh hh hk ge fg fe df ed cc cd fd fg gf gh dd ce fg fd dh hg fg hg,def ddc fgh hgf gfe ddd fed edc ddd cdf edc ffg gfg hff edc fgh gff hjh ghk kkk jhg ghh kjh hjk lkj hhj kjh ghh hhh kge fgf edf edc ccd fdf ggf ghd dce fgf ddh hgf ghg,defd dcfg hhgf gfed ddfe dedc dddc dfed cffg gfgh ffed cfgh gffh jhgh kkkk jhgg hhkj hhjk lkjh hjkj hghh hhhk gefg fedf edcc cdfd fggf ghdd cefg fddh hgfg hg,defdd cfghh gfgfe dddfe dedcd ddcdf edcff ggfgh ffedc fghgf fhjhg hkkkk jhggh hkjhh jklkj hhjkj hghhh hhkge fgfed fedcc cdfdf ggfgh ddcef gfddh hgfgh g,defddc fghhgf gfeddd fededc dddcdf edcffg gfghff edcfgh gffhjh ghkkkk jhgghh kjhhjk lkjhhj kjhghh hhhkge fgfedf edcccd fdfggf ghddce fgfddh hgfghg,defddcf ghhgfgf edddfed edcdddc dfedcff ggfghff edcfghg ffhjhgh kkkkjhg ghhkjhh jklkjhh jkjhghh hhhkgef gfedfed cccdfdf ggfghdd cefgfdd hhgfghg,defddcfg hhgfgfed ddfededc dddcdfed cffggfgh ffedcfgh gffhjhgh kkkkjhgg hhkjhhjk lkjhhjkj hghhhhhk gefgfedf edcccdfd fggfghdd cefgfddh hgfghg,defddcfgh hgfgfeddd fededcddd cdfedcffg gfghffedc fghgffhjh ghkkkkjhg ghhkjhhjk lkjhhjkjh ghhhhhkge fgfedfedc ccdfdfggf ghddcefgf ddhhgfghg,defddcfghh gfgfedddfe dedcdddcdf edcffggfgh ffedcfghgf fhjhghkkkk jhgghhkjhh jklkjhhjkj hghhhhhkge fgfedfedcc cdfdfggfgh ddcefgfddh hgfghg,defddcfghhg fgfedddfede dcdddcdfedc ffggfghffed cfghgffhjhg hkkkkjhgghh kjhhjklkjhh jkjhghhhhhk gefgfedfedc ccdfdfggfgh ddcefgfddhh gfghg,defddcfghhgf gfedddfededc dddcdfedcffg gfghffedcfgh gffhjhghkkkk jhgghhkjhhjk lkjhhjkjhghh hhhkgefgfedf edcccdfdfggf ghddcefgfddh hgfghg,defddcfghhgfg fedddfededcdd dcdfedcffggfg hffedcfghgffh jhghkkkkjhggh hkjhhjklkjhhj kjhghhhhhkgef gfedfedcccdfd fggfghddcefgf ddhhgfghg,defddcfghhgfgf edddfededcdddc dfedcffggfghff edcfghgffhjhgh kkkkjhgghhkjhh jklkjhhjkjhghh hhhkgefgfedfed cccdfdfggfghdd cefgfddhhgfghg,defddcfghhgfgfe dddfededcdddcdf edcffggfghffedc fghgffhjhghkkkk jhgghhkjhhjklkj hhjkjhghhhhhkge fgfedfedcccdfdf ggfghddcefgfddh hgfghg,defddcfghhgfgfed ddfededcdddcdfed cffggfghffedcfgh gffhjhghkkkkjhgg hhkjhhjklkjhhjkj hghhhhhkgefgfedf edcccdfdfggfghdd cefgfddhhgfghg,d e fddc fghhg fg fedd dfe dedcd d dcd fe dcffg gf ghf fe dc fgh gffhj hghk k kkj hggh h kj hhj klk jhhjk jhg hhhh hkge fgf edfed ccc dfdf ggf ghd dce fgf ddhh gfgh g,defddcfg hhgfgf edddfede dcddd cdfed cffg gfgh ff edcf ghg ffhj hghk kkkjhg ghh kjhhj klkj hhjkjh ghhhhh kge fgf edf edc ccd fd fggfghd dcef gfdd hhg fghg,defddcfghh gfgfeddd fed edc dddcd fedcffgg fghf fedcfgh gffhjhgh kkkkjhgghh kjhhjk lkjhhj kjhghh hhhkgef gfedfedc ccdfdf ggfghd dcefgfddh hgfgh g
chant_430741,l kjk lmmll kjhjklk h ggg llmlkj kJklll,l kj k lm ml l kj h jk lk h g g g l l m l k j kJ kl l l,l kj k lm ml l kj h jk lk h g g g l l m l k j kJ kl l l,l k j k l m m l l k j h j k l k h g g g l l m l k j k J k l l l,lk jk lm ml lk jh jk lk hg gg ll ml kj kJ kl ll,lkj klm mll kjh jkl khg ggl lml kjk Jkl ll,lkjk lmml lkjh jklk hggg llml kjkJ klll,lkjkl mmllk jhjkl khggg llmlk jkJkl ll,lkjklm mllkjh jklkhg ggllml kjkJkl ll,lkjklmm llkjhjk lkhgggl lmlkjkJ klll,lkjklmml lkjhjklk hgggllml kjkJklll,lkjklmmll kjhjklkhg ggllmlkjk Jklll,lkjklmmllk jhjklkhggg llmlkjkJkl ll,lkjklmmllkj hjklkhgggll mlkjkJklll,lkjklmmllkjh jklkhgggllml kjkJklll,lkjklmmllkjhj klkhgggllmlkj kJklll,lkjklmmllkjhjk lkhgggllmlkjkJ klll,lkjklmmllkjhjkl khgggllmlkjkJkl ll,lkjklmmllkjhjklk hgggllmlkjkJklll,lkj klm m ll kjh j kl khgg gllml kjk Jk ll l,lkjklm mllkjhj klkh gggll mlkj kJkll l,lkjkl mmllkjhj klkhgggl lmlkjkJk lll
chant_431903,ddc fg fghhgg fgh gFgfgd g g hg fec d cdd c dffgffe geDdd fghhh h hhgfghg,d dc f g f gh hgg f g h gF gfg d g g h g fe c d c d d c d ffg f fe g eD d d f gh h h h h h g f gh g,d dc f g f gh hgg f g h gF gfg d g g h g fe c d c d d c d ffg f fe g eD d d f gh h h h h h g f gh g,d d c f g f g h h g g f g h g F g f g d g g h g f e c d c d d c d f f g f f e g e D d d f g h h h h h h g f g h g,dd cf gf gh hg gf gh gF gf gd gg hg fe cd cd dc df fg ff eg eD dd fg hh hh hh gf gh g,ddc fgf ghh ggf ghg Fgf gdg ghg fec dcd dcd ffg ffe geD ddf ghh hhh hgf ghg,ddcf gfgh hggf ghgF gfgd gghg fecd cddc dffg ffeg eDdd fghh hhhh gfgh g,ddcfg fghhg gfghg Fgfgd gghgf ecdcd dcdff gffeg eDddf ghhhh hhgfg hg,ddcfgf ghhggf ghgFgf gdgghg fecdcd dcdffg ffegeD ddfghh hhhhgf ghg,ddcfgfg hhggfgh gFgfgdg ghgfecd cddcdff gffegeD ddfghhh hhhgfgh g,ddcfgfgh hggfghgF gfgdgghg fecdcddc dffgffeg eDddfghh hhhhgfgh g,ddcfgfghh ggfghgFgf gdgghgfec dcddcdffg ffegeDddf ghhhhhhgf ghg,ddcfgfghhg gfghgFgfgd gghgfecdcd dcdffgffeg eDddfghhhh hhgfghg,ddcfgfghhgg fghgFgfgdgg hgfecdcddcd ffgffegeDdd fghhhhhhgfg hg,ddcfgfghhggf ghgFgfgdgghg fecdcddcdffg ffegeDddfghh hhhhgfghg,ddcfgfghhggfg hgFgfgdgghgfe cdcddcdffgffe geDddfghhhhhh gfghg,ddcfgfghhggfgh gFgfgdgghgfecd cddcdffgffegeD ddfghhhhhhgfgh g,ddcfgfghhggfghg Fgfgdgghgfecdcd dcdffgffegeDddf ghhhhhhgfghg,ddcfgfghhggfghgF gfgdgghgfecdcddc dffgffegeDddfghh hhhhgfghg,ddc fg fghh ggfgh gF gfg dgg hgfe cd cddcdff gffe geDddf gh hh hh hgfg hg,ddcfgfghhg gfghg Fgfg dggh gfecdcddcdff gffegeD dd fghhhh hhgfgh g,ddcfgfghh ggfghgFg fgdggh gfecdcd dcdf fgff eg eDd dfghhhhhhgf ghg
chant_436076,dfdd dcdf fe c edcdfe dfef gfE d fffecd,df d d dc d f f e c e d c d f e d f e f g fE d f f f e c d,df d d dc d f f e c e d c d f e d f e f g fE d f f f e c d,d f d d d c d f f e c e d c d f e d f e f g f E d f f f e c d,df dd dc df fe ce dc df ed fe fg fE df ff ec d,dfd ddc dff ece dcd fed fef gfE dff fec d,dfdd dcdf fece dcdf edfe fgfE dfff ecd,dfddd cdffe cedcd fedfe fgfEd fffec d,dfdddc dffece dcdfed fefgfE dfffec d,dfdddcd ffecedc dfedfef gfEdfff ecd,dfdddcdf fecedcdf edfefgfE dfffecd,dfdddcdff ecedcdfed fefgfEdff fecd,dfdddcdffe cedcdfedfe fgfEdfffec d,dfdddcdffec edcdfedfefg fEdfffecd,dfdddcdffece dcdfedfefgfE dfffecd,dfdddcdffeced cdfedfefgfEdf ffecd,dfdddcdffecedc dfedfefgfEdfff ecd,dfdddcdffecedcd fedfefgfEdfffec d,dfdddcdffecedcdf edfefgfEdfffecd,dfdd dc dff eced cdfedf ef gfE dff fe cd,dfddd cd ffece dcdfedfe fgfEd ff fecd,dfddd cdffece dcdfedfef gfEdff fecd
chant_436290,fgg g gfgh fedd gg hg ggh ff fhkjkhgf hhgg,f g g g g f gh fe d d g g h g g gh f f fh k jk hgf h h g g,f g g g g f gh fe d d g g h g g gh f f fh k jk hgf h h g g,f g g g g f g h f e d d g g h g g g h f f f h k j k h g f h h g g,fg gg gf gh fe dd gg hg gg hf ff hk jk hg fh hg g,fgg ggf ghf edd ggh ggg hff fhk jkh gfh hgg,fggg gfgh fedd gghg gghf ffhk jkhg fhhg g,fgggg fghfe ddggh ggghf ffhkj khgfh hgg,fggggf ghfedd gghggg hfffhk jkhgfh hgg,fggggfg hfeddgg hggghff fhkjkhg fhhgg,fggggfgh feddgghg gghfffhk jkhgfhhg g,fggggfghf eddgghggg hfffhkjkh gfhhgg,fggggfghfe ddgghggghf ffhkjkhgfh hgg,fggggfghfed dgghggghfff hkjkhgfhhgg,fggggfghfedd gghggghfffhk jkhgfhhgg,fggggfghfeddg ghggghfffhkjk hgfhhgg,fggggfghfeddgg hggghfffhkjkhg fhhgg,fggggfghfeddggh ggghfffhkjkhgfh hgg,fggggfghfeddgghg gghfffhkjkhgfhhg g,fg g ggf ghfe d dgghg gghff fhk jkh gfhh gg,fg gggfgh feddg ghgggh fffhk jkhgfh hgg,fggggfghfe ddgghgggh fffhkjkhgf hhgg
chant_437898,d dfddc fghh fgH hhh hhhghihgg fgHf ghffe cdfdhfghfe gf dcdd hhgfg dffEdc cdfdfghfe gfdd hgfgdefedcd dc c dfgf ghg fedc d efedd hhgfggfed,d df d dc fgh h fgH h h h h h hghihgg fg H f gh f fe cd fdhfgh fe gf d cd d h h gf g d f fE dc cd fdfgh fe gf d d h gf g defedcd dc c d f g f gh g fe dc d efe d d h h g f g gfed,d df d dc fgh h f gH h h h h h hg hihgg fg H f gh f fe cd fd h fgh fe gf d cd d h h gf g d f fE dc cd fd fgh fe gf d d h gf g defedcd dc c d f g f gh g fe dc d efe d d h h g f g gfed,d d f d d c f g h h f g H h h h h h h g h i h g g f g H f g h f f e c d f d h f g h f e g f d c d d h h g f g d f f E d c c d f d f g h f e g f d d h g f g d e f e d c d d c c d f g f g h g f e d c d e f e d d h h g f g g f e d,dd fd dc fg hh fg Hh hh hh hg hi hg gf gH fg hf fe cd fd hf gh fe gf dc dd hh gf gd ff Ed cc df df gh fe gf dd hg fg de fe dc dd cc df gf gh gf ed cd ef ed dh hg fg gf ed,ddf ddc fgh hfg Hhh hhh hgh ihg gfg Hfg hff ecd fdh fgh feg fdc ddh hgf gdf fEd ccd fdf ghf egf ddh gfg def edc ddc cdf gfg hgf edc def edd hhg fgg fed,ddfd dcfg hhfg Hhhh hhhg hihg gfgH fghf fecd fdhf ghfe gfdc ddhh gfgd ffEd ccdf dfgh fegf ddhg fgde fedc ddcc dfgf ghgf edcd efed dhhg fggf ed,ddfdd cfghh fgHhh hhhhg hihgg fgHfg hffec dfdhf ghfeg fdcdd hhgfg dffEd ccdfd fghfe gfddh gfgde fedcd dccdf gfghg fedcd efedd hhgfg gfed,ddfddc fghhfg Hhhhhh hghihg gfgHfg hffecd fdhfgh fegfdc ddhhgf gdffEd ccdfdf ghfegf ddhgfg defedc ddccdf gfghgf edcdef eddhhg fggfed,ddfddcf ghhfgHh hhhhhgh ihggfgH fghffec dfdhfgh fegfdcd dhhgfgd ffEdccd fdfghfe gfddhgf gdefedc ddccdfg fghgfed cdefedd hhgfggf ed,ddfddcfg hhfgHhhh hhhghihg gfgHfghf fecdfdhf ghfegfdc ddhhgfgd ffEdccdf dfghfegf ddhgfgde fedcddcc dfgfghgf edcdefed dhhgfggf ed,ddfddcfgh hfgHhhhhh hghihggfg Hfghffecd fdhfghfeg fdcddhhgf gdffEdccd fdfghfegf ddhgfgdef edcddccdf gfghgfedc defeddhhg fggfed,ddfddcfghh fgHhhhhhhg hihggfgHfg hffecdfdhf ghfegfdcdd hhgfgdffEd ccdfdfghfe gfddhgfgde fedcddccdf gfghgfedcd efeddhhgfg gfed,ddfddcfghhf gHhhhhhhghi hggfgHfghff ecdfdhfghfe gfdcddhhgfg dffEdccdfdf ghfegfddhgf gdefedcddcc dfgfghgfedc defeddhhgfg gfed,ddfddcfghhfg Hhhhhhhghihg gfgHfghffecd fdhfghfegfdc ddhhgfgdffEd ccdfdfghfegf ddhgfgdefedc ddccdfgfghgf edcdefeddhhg fggfed,ddfddcfghhfgH hhhhhhghihggf gHfghffecdfdh fghfegfdcddhh gfgdffEdccdfd fghfegfddhgfg defedcddccdfg fghgfedcdefed dhhgfggfed,ddfddcfghhfgHh hhhhhghihggfgH fghffecdfdhfgh fegfdcddhhgfgd ffEdccdfdfghfe gfddhgfgdefedc ddccdfgfghgfed cdefeddhhgfggf ed,ddfddcfghhfgHhh hhhhghihggfgHfg hffecdfdhfghfeg fdcddhhgfgdffEd ccdfdfghfegfddh gfgdefedcddccdf gfghgfedcdefedd hhgfggfed,ddfddcfghhfgHhhh hhhghihggfgHfghf fecdfdhfghfegfdc ddhhgfgdffEdccdf dfghfegfddhgfgde fedcddccdfgfghgf edcdefeddhhgfggf ed,ddf ddcf ghh fgH hhh hhhghi hg gfgH f g hf fec dfd h fg hfeg fdcd dhhg fgdf fEdcc d fdf g hfegf d dhgfg d efe dcddc cdf gfghg fed cdef edd hhgfg gfe d,ddfd dcfg hhfgH hhhhhhg hihg gfgHfg hffec dfdhfgh fegfd cddh hg fgdff Edcc dfd fgh fegf ddhg fgdefe dcdd ccdf gfg hgfedc defeddh hgfgg fed,ddfddcfghh fgHhhhh hhghihggf gHfghf fecdfdh fghfegf dcddhh gfgdff Edccdf dfghf egf ddhgfgde fedcddccdfgf ghg fedcdefeddhhg fggfed
chant_441371,ljlmLlmm lKkk gg kkk kk khkk kkkjh kll lmOm khkh gg llmlkjk,ljlmL lm m lK k k g g k k k k k k h k k k k k j h kl l l mO m kh k h g g l l m l k jk,lj lmL lm m lK k k g g k k k k k k h k k k k k j h kl l l mO m kh k h g g l l m l k jk,l j l m L l m m l K k k g g k k k k k k h k k k k k j h k l l l m O m k h k h g g l l m l k j k,lj lm Ll mm lK kk gg kk kk kk hk kk kk jh kl ll mO mk hk hg gl lm lk jk,ljl mLl mml Kkk ggk kkk kkh kkk kkj hkl llm Omk hkh ggl lml kjk,ljlm Llmm lKkk ggkk kkkk hkkk kkjh klll mOmk hkhg gllm lkjk,ljlmL lmmlK kkggk kkkkk hkkkk kjhkl llmOm khkhg gllml kjk,ljlmLl mmlKkk ggkkkk kkhkkk kkjhkl llmOmk hkhggl lmlkjk,ljlmLlm mlKkkgg kkkkkkh kkkkkjh klllmOm khkhggl lmlkjk,ljlmLlmm lKkkggkk kkkkhkkk kkjhklll mOmkhkhg gllmlkjk,ljlmLlmml Kkkggkkkk kkhkkkkkj hklllmOmk hkhggllml kjk,ljlmLlmmlK kkggkkkkkk hkkkkkjhkl llmOmkhkhg gllmlkjk,ljlmLlmmlKk kggkkkkkkhk kkkkjhklllm Omkhkhggllm lkjk,ljlmLlmmlKkk ggkkkkkkhkkk kkjhklllmOmk hkhggllmlkjk,ljlmLlmmlKkkg gkkkkkkhkkkkk jhklllmOmkhkh ggllmlkjk,ljlmLlmmlKkkgg kkkkkkhkkkkkjh klllmOmkhkhggl lmlkjk,ljlmLlmmlKkkggk kkkkkhkkkkkjhkl llmOmkhkhggllml kjk,ljlmLlmmlKkkggkk kkkkhkkkkkjhklll mOmkhkhggllmlkjk,ljlmL l mml Kkk ggk kkk kkhk kkkkjh kl llm Omkhkhgg l lm l kjk,ljlmLlm mlKkkg gkkkk kk hk kkk kjhkl llmOm khkhgg llmlk jk,ljlmL lmmlKkkgg kkkk kkhkkkkkj hklllmOmk hkhggllm lkjk
chant_443027,d dc fg fghh i h ggg fghg geg hgf fff fgff fffGf ef gfe dd hhgfghg,d dc fg f gh h i h g g g fgh g g eg h g f f f f fg f f f f fG f ef g fe d d h h g f gh g,d dc fg f gh h i h g g g fgh g g eg h g f f f f fg f f f f fG f ef g fe d d h h g f gh g,d d c f g f g h h i h g g g f g h g g e g h g f f f f f g f f f f f G f e f g f e d d h h g f g h g,dd cf gf gh hi hg gg fg hg ge gh gf ff ff gf ff ff Gf ef gf ed dh hg fg hg,ddc fgf ghh ihg ggf ghg geg hgf fff fgf fff fGf efg fed dhh gfg hg,ddcf gfgh hihg ggfg hgge ghgf ffff gfff ffGf efgf eddh hgfg hg,ddcfg fghhi hgggf ghgge ghgff fffgf ffffG fefgf eddhh gfghg,ddcfgf ghhihg ggfghg geghgf ffffgf ffffGf efgfed dhhgfg hg,ddcfgfg hhihggg fghggeg hgfffff gfffffG fefgfed dhhgfgh g,ddcfgfgh hihgggfg hggeghgf ffffgfff ffGfefgf eddhhgfg hg,ddcfgfghh ihgggfghg geghgffff fgfffffGf efgfeddhh gfghg,ddcfgfghhi hgggfghgge ghgfffffgf ffffGfefgf eddhhgfghg,ddcfgfghhih gggfghggegh gfffffgffff fGfefgfeddh hgfghg,ddcfgfghhihg ggfghggeghgf ffffgfffffGf efgfeddhhgfg hg,ddcfgfghhihgg gfghggeghgfff ffgfffffGfefg feddhhgfghg,ddcfgfghhihggg fghggeghgfffff gfffffGfefgfed dhhgfghg,ddcfgfghhihgggf ghggeghgfffffgf ffffGfefgfeddhh gfghg,ddcfgfghhihgggfg hggeghgfffffgfff ffGfefgfeddhhgfg hg,ddc fgfg h hihgg gf ghgge gh g ffff fgff fff Gfe fg fed dh h gf ghg,ddcf gf ghhihgggf ghgge ghgffff fgffff fGfe f gf eddhhgfg hg,ddcfgfg hhihgggf ghgg eghgff fffgffff fGfefgfed dhhgf ghg
chant_444260,ggE fefgghg fghghih f gh kJhg hg gfed f ghggfd fEfggg kkjkhg,g gE fe fg ghg f ghghih f g h kJ hg h g g fe d f gh g gfd fE fg g g k k j k h g,g gE fe fg gh g f ghg hih f g h kJ hg h g g fe d f gh g gfd fE fg g g k k j k h g,g g E f e f g g h g f g h g h i h f g h k J h g h g g f e d f g h g g f d f E f g g g k k j k h g,gg Ef ef gg hg fg hg hi hf gh kJ hg hg gf ed fg hg gf df Ef gg gk kj kh g,ggE fef ggh gfg hgh ihf ghk Jhg hgg fed fgh ggf dfE fgg gkk jkh g,ggEf efgg hgfg hghi hfgh kJhg hggf edfg hggf dfEf gggk kjkh g,ggEfe fgghg fghgh ihfgh kJhgh ggfed fghgg fdfEf gggkk jkhg,ggEfef gghgfg hghihf ghkJhg hggfed fghggf dfEfgg gkkjkh g,ggEfefg ghgfghg hihfghk Jhghggf edfghgg fdfEfgg gkkjkhg,ggEfefgg hgfghghi hfghkJhg hggfedfg hggfdfEf gggkkjkh g,ggEfefggh gfghghihf ghkJhghgg fedfghggf dfEfgggkk jkhg,ggEfefgghg fghghihfgh kJhghggfed fghggfdfEf gggkkjkhg,ggEfefgghgf ghghihfghkJ hghggfedfgh ggfdfEfgggk kjkhg,ggEfefgghgfg hghihfghkJhg hggfedfghggf dfEfgggkkjkh g,ggEfefgghgfgh ghihfghkJhghg gfedfghggfdfE fgggkkjkhg,ggEfefgghgfghg hihfghkJhghggf edfghggfdfEfgg gkkjkhg,ggEfefgghgfghgh ihfghkJhghggfed fghggfdfEfgggkk jkhg,ggEfefgghgfghghi hfghkJhghggfedfg hggfdfEfgggkkjkh g,ggEfef gg hg fgh ghih fgh kJh ghg gfedf g hg gfdf Efg ggk kj kh g,ggEfefg ghg fghghihfg hkJ hgh ggfed fghggfd fEf gggk kj khg,ggEfefg ghgfghghi hfghkJh ghggf edfghg gfdfEfgg gkkjkh g
chant_445514,khgf ghg jk lm lkj lkjkh fh kjgg gegefggfed gg c defgg hg gfghh hgfedefHg kkjkhg,k hgf gh g j k l m l k j l k jk h f h kj g g g eg efg gfed gg c d e fg g h g g f gh h hgfed ef H g k k j k h g,k hgf gh g j k l m l k j l k jk h f h kj g g g eg efg gfed gg c d e fg g h g g f gh h hgfed ef H g k k j k h g,k h g f g h g j k l m l k j l k j k h f h k j g g g e g e f g g f e d g g c d e f g g h g g f g h h h g f e d e f H g k k j k h g,kh gf gh gj kl ml kj lk jk hf hk jg gg eg ef gg fe dg gc de fg gh gg fg hh hg fe de fH gk kj kh g,khg fgh gjk lml kjl kjk hfh kjg gge gef ggf edg gcd efg ghg gfg hhh gfe def Hgk kjk hg,khgf ghgj klml kjlk jkhf hkjg ggeg efgg fedg gcde fggh ggfg hhhg fede fHgk kjkh g,khgfg hgjkl mlkjl kjkhf hkjgg gegef ggfed ggcde fgghg gfghh hgfed efHgk kjkhg,khgfgh gjklml kjlkjk hfhkjg ggegef ggfedg gcdefg ghggfg hhhgfe defHgk kjkhg,khgfghg jklmlkj lkjkhfh kjgggeg efggfed ggcdefg ghggfgh hhgfede fHgkkjk hg,khgfghgj klmlkjlk jkhfhkjg ggegefgg fedggcde fgghggfg hhhgfede fHgkkjkh g,khgfghgjk lmlkjlkjk hfhkjggge gefggfedg gcdefgghg gfghhhgfe defHgkkjk hg,khgfghgjkl mlkjlkjkhf hkjgggegef ggfedggcde fgghggfghh hgfedefHgk kjkhg,khgfghgjklm lkjlkjkhfhk jgggegefggf edggcdefggh ggfghhhgfed efHgkkjkhg,khgfghgjklml kjlkjkhfhkjg ggegefggfedg gcdefgghggfg hhhgfedefHgk kjkhg,khgfghgjklmlk jlkjkhfhkjggg egefggfedggcd efgghggfghhhg fedefHgkkjkhg,khgfghgjklmlkj lkjkhfhkjgggeg efggfedggcdefg ghggfghhhgfede fHgkkjkhg,khgfghgjklmlkjl kjkhfhkjgggegef ggfedggcdefgghg gfghhhgfedefHgk kjkhg,khgfghgjklmlkjlk jkhfhkjgggegefgg fedggcdefgghggfg hhhgfedefHgkkjkh g,kh gfg hgj kl mlkjlk j k h fhk jggg ege fgg fed ggcd efg gh g gf g hhhg fedefH g k kj khg,khgf ghgj klml kjl kjkhfh kjggg e gefggfe dgg cdefgg hggfghhh gfede fHgkk jkh g,khgfghg jklmlkjlkjkh fhkjgggeg efggfedg gcdefgghgg fghhh gfedefH gkkjkhg
chant_447556,kj lMm kkJhk kg kkj kJh g hGe fG gg,k j lM m k kJ hk k g k k j kJ h g hG e fG g g,k j lM m k kJ hk k g k k j kJ h g hG e fG g g,k j l M m k k J h k k g k k j k J h g h G e f G g g,kj lM mk kJ hk kg kk jk Jh gh Ge fG gg,kjl Mmk kJh kkg kkj kJh ghG efG gg,kjlM mkkJ hkkg kkjk Jhgh GefG gg,kjlMm kkJhk kgkkj kJhgh GefGg g,kjlMmk kJhkkg kkjkJh ghGefG gg,kjlMmkk Jhkkgkk jkJhghG efGgg,kjlMmkkJ hkkgkkjk JhghGefG gg,kjlMmkkJh kkgkkjkJh ghGefGgg,kjlMmkkJhk kgkkjkJhgh GefGgg,kjlMmkkJhkk gkkjkJhghGe fGgg,kjlMmkkJhkkg kkjkJhghGefG gg,kjlMmkkJhkkgk kjkJhghGefGgg,kjlMmkkJhkkgkk jkJhghGefGgg,kjlMmkkJhkkgkkj kJhghGefGgg,kjlMmkkJhkkgkkjk JhghGefGgg,kjl Mmkk Jhk k gkk jkJh gh Ge fGg g,kjlMmk kJh kkgk kjkJh ghGe fG gg,kjlMm kkJhkkgkk jkJhgh GefGgg
chant_448714,dd dCf g fghhgg fgghg ffffeg fedddfedc d cDdff fdfghg gge ghfedddfedc cdf ffgFff hgfef gFfedd,d d dC f g f gh hgg f g gh g f f f fe g fe dddfe dc d cD d f f fd f gh g g ge gh fe dddfe dc c df ffgF f f h gf ef gF fe d d,d d dC f g f gh hgg f g gh g f f f fe g fe dddfe dc d cD d f f fd f gh g g ge gh fe dddfe dc c df ffgF f f h gf ef gF fe d d,d d d C f g f g h h g g f g g h g f f f f e g f e d d d f e d c d c D d f f f d f g h g g g e g h f e d d d f e d c c d f f f g F f f h g f e f g F f e d d,dd dC fg fg hh gg fg gh gf ff fe gf ed dd fe dc dc Dd ff fd fg hg gg eg hf ed dd fe dc cd ff fg Ff fh gf ef gF fe dd,ddd Cfg fgh hgg fgg hgf fff egf edd dfe dcd cDd fff dfg hgg geg hfe ddd fed ccd fff gFf fhg fef gFf edd,dddC fgfg hhgg fggh gfff fegf eddd fedc dcDd fffd fghg ggeg hfed ddfe dccd fffg Fffh gfef gFfe dd,dddCf gfghh ggfgg hgfff fegfe dddfe dcdcD dfffd fghgg geghf edddf edccd fffgF ffhgf efgFf edd,dddCfg fghhgg fgghgf fffegf edddfe dcdcDd fffdfg hgggeg hfeddd fedccd fffgFf fhgfef gFfedd,dddCfgf ghhggfg ghgffff egfeddd fedcdcD dfffdfg hgggegh fedddfe dccdfff gFffhgf efgFfed d,dddCfgfg hhggfggh gffffegf edddfedc dcDdfffd fghgggeg hfedddfe dccdfffg Fffhgfef gFfedd,dddCfgfgh hggfgghgf fffegfedd dfedcdcDd fffdfghgg geghfeddd fedccdfff gFffhgfef gFfedd,dddCfgfghh ggfgghgfff fegfedddfe dcdcDdfffd fghgggeghf edddfedccd fffgFffhgf efgFfedd,dddCfgfghhg gfgghgffffe gfedddfedcd cDdfffdfghg ggeghfedddf edccdfffgFf fhgfefgFfed d,dddCfgfghhgg fgghgffffegf edddfedcdcDd fffdfghgggeg hfedddfedccd fffgFffhgfef gFfedd,dddCfgfghhggf gghgffffegfed ddfedcdcDdfff dfghgggeghfed ddfedccdfffgF ffhgfefgFfedd,dddCfgfghhggfg ghgffffegfeddd fedcdcDdfffdfg hgggeghfedddfe dccdfffgFffhgf efgFfedd,dddCfgfghhggfgg hgffffegfedddfe dcdcDdfffdfghgg geghfedddfedccd fffgFffhgfefgFf edd,dddCfgfghhggfggh gffffegfedddfedc dcDdfffdfghgggeg hfedddfedccdfffg FffhgfefgFfedd,dd dCfg fghhg gf gg hg fff feg fe ddd fedc dcD dfffd fghgg gegh fed ddfe dc cdff fgF ffhgfef gF fedd,d ddCfgf gh hggfgghg ffffe gfedddfe dcdcDd fffdf ghgg gegh fedddf ed ccdff fgFffh gfef gFfe dd,dddCf gfghhgg fgghg ff ffegfedd dfedcdcD dfffdfghgg geghfedd dfedccdf ffgFff hgfefgF fedd
